gene	term_id	term_label	aspect	evidence_code	qualifier	original_reference_ids	support_reference_ids	justifying_fact	fact_in_abstract	fact_in_review	fact_in_deep_research	section_of_fact	minimal_sufficient_tier	labeler	confidence	notes
SEC63	GO:0005783	endoplasmic reticulum	CC	IDA	located_in	GO_REF:0000052	file:human/SEC63/SEC63-uniprot.txt									
SEC63	GO:0005783	endoplasmic reticulum	CC	TAS	located_in	PMID:10799540	PMID:10799540									
SEC63	GO:0031207	Sec62/Sec63 complex	CC	IBA	part_of	GO_REF:0000033	file:human/SEC63/SEC63-uniprot.txt									
SEC63	GO:0005789	endoplasmic reticulum membrane	CC	IEA	located_in	GO_REF:0000044	file:human/SEC63/SEC63-uniprot.txt									
SRP19	GO:0008312	7S RNA binding	MF	IBA	enables	GO_REF:0000033	file:human/SRP19/SRP19-uniprot.txt									
SRP19	GO:0008312	7S RNA binding	MF	IEA	enables	GO_REF:0000002	file:human/SRP19/SRP19-uniprot.txt									
SRP19	GO:0003723	RNA binding	MF	IPI	enables	PMID:17434535	PMID:17434535									
SRP19	GO:0008312	7S RNA binding	MF	IDA	enables	PMID:27899666	PMID:27899666									
SRP19	GO:0003723	RNA binding	MF	HDA	enables	PMID:22658674	PMID:22658674									
SRP19	GO:0008312	7S RNA binding	MF	IDA	enables	PMID:17434535	PMID:17434535									
SRP19	GO:0006617	SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition	BP	IBA	involved_in	GO_REF:0000033	file:human/SRP19/SRP19-uniprot.txt									
SRP19	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	BP	IEA	involved_in	GO_REF:0000002	file:human/SRP19/SRP19-uniprot.txt									
SRP19	GO:0006617	SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition	BP	NAS	involved_in	PMID:34208095	PMID:34208095									
SRP19	GO:0006613	cotranslational protein targeting to membrane	BP	TAS	involved_in	PMID:1678319	PMID:1678319									
SRP19	GO:0048500	signal recognition particle	CC	IEA	part_of	GO_REF:0000002	file:human/SRP19/SRP19-uniprot.txt									
SRP19	GO:0005786	signal recognition particle, endoplasmic reticulum targeting	CC	IDA	part_of	PMID:18089836	PMID:18089836									
SRP19	GO:0005737	cytoplasm	CC	EXP	located_in	PMID:11682607	PMID:11682607									
SRP19	GO:0005786	signal recognition particle, endoplasmic reticulum targeting	CC	TAS	part_of	PMID:1678319	PMID:1678319									
SRP19	GO:0005786	signal recognition particle, endoplasmic reticulum targeting	CC	IBA	part_of	GO_REF:0000033	file:human/SRP19/SRP19-uniprot.txt									
SRP19	GO:0005737	cytoplasm	CC	IEA	located_in	GO_REF:0000044	file:human/SRP19/SRP19-uniprot.txt									
SRP19	GO:0048500	signal recognition particle	CC	IDA	part_of	PMID:27899666	PMID:27899666									
SRP19	GO:0005786	signal recognition particle, endoplasmic reticulum targeting	CC	NAS	part_of	PMID:34208095	PMID:34208095									
SRP19	GO:0005737	cytoplasm	CC	EXP	located_in	PMID:10618370	PMID:10618370									
SRP19	GO:0005829	cytosol	CC	IDA	located_in	GO_REF:0000052	file:human/SRP19/SRP19-uniprot.txt									
TARDBP	GO:0003723	RNA binding	MF	IBA		GO_REF:0000033	PMID:11285240|file:human/TARDBP/TARDBP-deep-research-falcon.md									
TARDBP	GO:0003676	nucleic acid binding	MF	IEA		GO_REF:0000002										
TARDBP	GO:0003677	DNA binding	MF	IEA		GO_REF:0000043	PMID:7745706									
TARDBP	GO:0003690	double-stranded DNA binding	MF	IEA		GO_REF:0000117	PMID:7745706									
TARDBP	GO:0003723	RNA binding	MF	IEA		GO_REF:0000120										
TARDBP	GO:0042802	identical protein binding	MF	IPI		PMID:19383787	PMID:19383787									
TARDBP	GO:0042802	identical protein binding	MF	IPI		PMID:21666678	PMID:21666678									
TARDBP	GO:0042802	identical protein binding	MF	IPI		PMID:22193716	PMID:22193716									
TARDBP	GO:0042802	identical protein binding	MF	IPI		PMID:23384725	PMID:23384725									
TARDBP	GO:0042802	identical protein binding	MF	IPI		PMID:26099433	PMID:26099433									
TARDBP	GO:0042802	identical protein binding	MF	IPI		PMID:26735904	PMID:26735904									
TARDBP	GO:0042802	identical protein binding	MF	IPI		PMID:29531287	PMID:29531287									
TARDBP	GO:0042802	identical protein binding	MF	IPI		PMID:31235914	PMID:31235914									
TARDBP	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	MF	IEA		GO_REF:0000107	PMID:7745706									
TARDBP	GO:0097157	pre-mRNA intronic binding	MF	IEA		GO_REF:0000107	PMID:11285240									
TARDBP	GO:0003677	DNA binding	MF	EXP		PMID:26735904	PMID:26735904									
TARDBP	GO:0140693	molecular condensate scaffold activity	MF	IDA		PMID:27545621	PMID:27545621									
TARDBP	GO:0140693	molecular condensate scaffold activity	MF	IDA		PMID:28988034	PMID:28988034									
TARDBP	GO:0140693	molecular condensate scaffold activity	MF	IDA		PMID:29511089	PMID:29511089									
TARDBP	GO:0003723	RNA binding	MF	IMP		PMID:25678563	PMID:25678563									
TARDBP	GO:0003723	RNA binding	MF	HDA		PMID:22658674	PMID:22658674									
TARDBP	GO:0003723	RNA binding	MF	HDA		PMID:22681889	PMID:22681889									
TARDBP	GO:0003690	double-stranded DNA binding	MF	IDA		PMID:7745706	PMID:7745706									
TARDBP	GO:0003723	RNA binding	MF	IDA		PMID:11285240	PMID:11285240									
TARDBP	GO:0003730	mRNA 3'-UTR binding	MF	IDA		PMID:17481916	PMID:17481916									
TARDBP	GO:0010468	regulation of gene expression	BP	IBA		GO_REF:0000033	PMID:18305152									
TARDBP	GO:0006397	mRNA processing	BP	IEA		GO_REF:0000043	PMID:11285240									
TARDBP	GO:0008380	RNA splicing	BP	IEA		GO_REF:0000120										
TARDBP	GO:1990000	amyloid fibril formation	BP	IDA		PMID:26735904	PMID:26735904									
TARDBP	GO:0061158	3'-UTR-mediated mRNA destabilization	BP	IDA		PMID:28335005	PMID:28335005									
CHIC2	GO:0005886	plasma membrane	CC	IDA	located_in	GO_REF:0000052	file:human/CHIC2/CHIC2-uniprot.txt|file:human/CHIC2/CHIC2-uniprot.txt									
CHIC2	GO:0031410	cytoplasmic vesicle	CC	IEA	located_in	GO_REF:0000044	file:human/CHIC2/CHIC2-uniprot.txt									
CHIC2	GO:0005886	plasma membrane	CC	IEA	located_in	GO_REF:0000120	file:human/CHIC2/CHIC2-uniprot.txt									
CHIC2	GO:0005886	plasma membrane	CC	IBA	is_active_in	GO_REF:0000033	file:human/CHIC2/CHIC2-uniprot.txt									
NFE2L2	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	MF	IBA		GO_REF:0000033	PMID:20452972|file:human/NFE2L2/NFE2L2-deep-research-falcon.md									
NFE2L2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	MF	IBA		GO_REF:0000033	PMID:20452972									
NFE2L2	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	MF	IEA		GO_REF:0000120										
NFE2L2	GO:0003677	DNA binding	MF	IEA		GO_REF:0000120										
NFE2L2	GO:0003700	DNA-binding transcription factor activity	MF	IEA		GO_REF:0000120										
NFE2L2	GO:0005515	protein binding	MF	IPI		PMID:18692475	PMID:18692475									
NFE2L2	GO:0005515	protein binding	MF	IPI		PMID:21988832	PMID:21988832									
NFE2L2	GO:0005515	protein binding	MF	IPI		PMID:23661758	PMID:23661758									
NFE2L2	GO:0005515	protein binding	MF	IPI		PMID:25416956	PMID:25416956									
NFE2L2	GO:0005515	protein binding	MF	IPI		PMID:26700459	PMID:26700459									
NFE2L2	GO:0005515	protein binding	MF	IPI		PMID:28777872	PMID:28777872									
NFE2L2	GO:0005515	protein binding	MF	IPI		PMID:32296183	PMID:32296183									
NFE2L2	GO:0005515	protein binding	MF	IPI		PMID:32911434	PMID:32911434									
NFE2L2	GO:0005515	protein binding	MF	IPI		PMID:33961781	PMID:33961781									
NFE2L2	GO:0005515	protein binding	MF	IPI		PMID:34591642	PMID:34591642									
NFE2L2	GO:0005515	protein binding	MF	IPI		PMID:35512704	PMID:35512704									
NFE2L2	GO:0005515	protein binding	MF	IPI		PMID:36442525	PMID:36442525									
NFE2L2	GO:0005515	protein binding	MF	IPI		PMID:38891776	PMID:38891776									
NFE2L2	GO:0005515	protein binding	MF	IPI		PMID:39009827	PMID:39009827									
NFE2L2	GO:0000976	transcription cis-regulatory region binding	MF	IEA		GO_REF:0000120										
NFE2L2	GO:0001221	transcription coregulator binding	MF	IEA		GO_REF:0000107										
NFE2L2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	MF	IEA		GO_REF:0000107										
NFE2L2	GO:0043565	sequence-specific DNA binding	MF	IEA		GO_REF:0000107										
NFE2L2	GO:0000976	transcription cis-regulatory region binding	MF	IDA		PMID:17015834	PMID:17015834									
NFE2L2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	MF	IDA		PMID:17015834	PMID:17015834									
NFE2L2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	MF	IMP		PMID:22492997	PMID:22492997									
NFE2L2	GO:0031625	ubiquitin protein ligase binding	MF	IEP		PMID:16888629	PMID:16888629									
NFE2L2	GO:0031625	ubiquitin protein ligase binding	MF	IPI		PMID:24366543	PMID:24366543									
NFE2L2	GO:0140693	molecular condensate scaffold activity	MF	IDA		PMID:32727915	PMID:32727915									
NFE2L2	GO:0005515	protein binding	MF	IPI		PMID:29983246	PMID:29983246									
CRISP3	GO:0045087	innate immune response	BP	NAS		PMID:12223513	PMID:12223513|PMID:12009203|file:human/CRISP3/CRISP3-deep-research-falcon.md									
CRISP3	GO:0005576	extracellular region	CC	IEA		GO_REF:0000120										
CRISP3	GO:0035580	specific granule lumen	CC	TAS		Reactome:R-HSA-6798749	PMID:8601434|PMID:12223513									
CRISP3	GO:0005576	extracellular region	CC	IDA		PMID:12433721	PMID:12433721									
CRISP3	GO:1904724	tertiary granule lumen	CC	TAS		Reactome:R-HSA-6798745	PMID:12223513									
CRISP3	GO:0005576	extracellular region	CC	IDA		PMID:12223513	PMID:12223513									
CRISP3	GO:0005615	extracellular space	CC	IBA		GO_REF:0000033	PMID:12009203|PMID:12223513|file:human/CRISP3/CRISP3-deep-research-perplexity-lite.md|file:human/CRISP3/CRISP3-deep-research-falcon.md									
CRISP3	GO:0005615	extracellular space	CC	HDA		PMID:16502470	PMID:16502470									
CRISP3	GO:0042581	specific granule	CC	IDA		PMID:8601434	PMID:8601434									
CRISP3	GO:0005576	extracellular region	CC	TAS		Reactome:R-HSA-6798749	PMID:8601434|Reactome:R-HSA-6798749									
CRISP3	GO:0005576	extracellular region	CC	IDA		PMID:12009203	PMID:12009203									
