gene,category,family
Y68A4B.2,Matrisome-associated,ECM-affiliated
WBGene00013471,Matrisome-associated,ECM-affiliated
Q9XXB7,Matrisome-associated,ECM-affiliated
clec-243,Matrisome-associated,ECM-affiliated
Y68A4B.1,Matrisome-associated,ECM-affiliated
WBGene00013470,Matrisome-associated,ECM-affiliated
G5EG12,Matrisome-associated,ECM-affiliated
clec-245,Matrisome-associated,ECM-affiliated
C31G12.2,Matrisome-associated,ECM-affiliated
WBGene00007851,Matrisome-associated,ECM-affiliated
O17630,Matrisome-associated,ECM-affiliated
clec-246,Matrisome-associated,ECM-affiliated
F16H6.2,Matrisome-associated,ECM-affiliated
WBGene00008892,Matrisome-associated,ECM-affiliated
G5EDV2,Matrisome-associated,ECM-affiliated
clec-247,Matrisome-associated,ECM-affiliated
Y51A2A.1,Matrisome-associated,ECM-affiliated
WBGene00013058,Matrisome-associated,ECM-affiliated
Q9XWQ0,Matrisome-associated,ECM-affiliated
clec-248,Matrisome-associated,ECM-affiliated
Y51A2A.11,Matrisome-associated,ECM-affiliated
WBGene00013064,Matrisome-associated,ECM-affiliated
G5EEM2,Matrisome-associated,ECM-affiliated
clec-249,Matrisome-associated,ECM-affiliated
Y51A2A.7,Matrisome-associated,ECM-affiliated
WBGene00013063,Matrisome-associated,ECM-affiliated
G5EEM2,Matrisome-associated,ECM-affiliated
clec-25,Matrisome-associated,ECM-affiliated
T20B3.15,Matrisome-associated,ECM-affiliated
WBGene00044331,Matrisome-associated,ECM-affiliated
Q4ZGE3,Matrisome-associated,ECM-affiliated
clec-250,Matrisome-associated,ECM-affiliated
F11D11.14,Matrisome-associated,ECM-affiliated
WBGene00045364,Matrisome-associated,ECM-affiliated
A4UVL3,Matrisome-associated,ECM-affiliated
clec-251,Matrisome-associated,ECM-affiliated
F11D11.8,Matrisome-associated,ECM-affiliated
WBGene00008703,Matrisome-associated,ECM-affiliated
clec-252,Matrisome-associated,ECM-affiliated
F11D11.7,Matrisome-associated,ECM-affiliated
WBGene00008702,Matrisome-associated,ECM-affiliated
O62156,Matrisome-associated,ECM-affiliated
clec-254,Matrisome-associated,ECM-affiliated
F11D11.5,Matrisome-associated,ECM-affiliated
WBGene00008700,Matrisome-associated,ECM-affiliated
O62154,Matrisome-associated,ECM-affiliated
clec-255,Matrisome-associated,ECM-affiliated
F11D11.1,Matrisome-associated,ECM-affiliated
WBGene00008696,Matrisome-associated,ECM-affiliated
O62150,Matrisome-associated,ECM-affiliated
clec-256,Matrisome-associated,ECM-affiliated
Y17D7B.6,Matrisome-associated,ECM-affiliated
WBGene00012454,Matrisome-associated,ECM-affiliated
O62406,Matrisome-associated,ECM-affiliated
clec-257,Matrisome-associated,ECM-affiliated
Y17D7B.8,Matrisome-associated,ECM-affiliated
WBGene00044892,Matrisome-associated,ECM-affiliated
Q18LB7,Matrisome-associated,ECM-affiliated
clec-258,Matrisome-associated,ECM-affiliated
M162.2,Matrisome-associated,ECM-affiliated
WBGene00010928,Matrisome-associated,ECM-affiliated
Q9XUC9,Matrisome-associated,ECM-affiliated
clec-26,Matrisome-associated,ECM-affiliated
T20B3.12,Matrisome-associated,ECM-affiliated
WBGene00011852,Matrisome-associated,ECM-affiliated
Q9XUN6,Matrisome-associated,ECM-affiliated
clec-260,Matrisome-associated,ECM-affiliated
Y60A3A.2,Matrisome-associated,ECM-affiliated
WBGene00013357,Matrisome-associated,ECM-affiliated
Q9U201,Matrisome-associated,ECM-affiliated
clec-261,Matrisome-associated,ECM-affiliated
ZC15.6,Matrisome-associated,ECM-affiliated
WBGene00013834,Matrisome-associated,ECM-affiliated
O18269,Matrisome-associated,ECM-affiliated
clec-262,Matrisome-associated,ECM-affiliated
ZC15.2,Matrisome-associated,ECM-affiliated
WBGene00013831,Matrisome-associated,ECM-affiliated
G5EBP6,Matrisome-associated,ECM-affiliated
clec-263,Matrisome-associated,ECM-affiliated
F26F2.6,Matrisome-associated,ECM-affiliated
WBGene00009171,Matrisome-associated,ECM-affiliated
Q9XV53,Matrisome-associated,ECM-affiliated
clec-264,Matrisome-associated,ECM-affiliated
F31D4.4,Matrisome-associated,ECM-affiliated
WBGene00009291,Matrisome-associated,ECM-affiliated
O45419,Matrisome-associated,ECM-affiliated
clec-265,Matrisome-associated,ECM-affiliated
M02F4.7,Matrisome-associated,ECM-affiliated
WBGene00019738,Matrisome-associated,ECM-affiliated
Q21471,Matrisome-associated,ECM-affiliated
clec-266,Matrisome-associated,ECM-affiliated
C25B8.4,Matrisome-associated,ECM-affiliated
WBGene00016088,Matrisome-associated,ECM-affiliated
H2KZ06,Matrisome-associated,ECM-affiliated
H2KZ07,Matrisome-associated,ECM-affiliated
clec-27,Matrisome-associated,ECM-affiliated
Y102A5B.1,Matrisome-associated,ECM-affiliated
WBGene00013607,Matrisome-associated,ECM-affiliated
G5EC88,Matrisome-associated,ECM-affiliated
clec-28,Matrisome-associated,ECM-affiliated
F49A5.5,Matrisome-associated,ECM-affiliated
WBGene00009857,Matrisome-associated,ECM-affiliated
O45532,Matrisome-associated,ECM-affiliated
Q564U0,Matrisome-associated,ECM-affiliated
clec-29,Matrisome-associated,ECM-affiliated
T25E12.9,Matrisome-associated,ECM-affiliated
WBGene00012024,Matrisome-associated,ECM-affiliated
O45823,Matrisome-associated,ECM-affiliated
clec-3,Matrisome-associated,ECM-affiliated
C41H7.7,Matrisome-associated,ECM-affiliated
WBGene00016577,Matrisome-associated,ECM-affiliated
O17155,Matrisome-associated,ECM-affiliated
clec-31,Matrisome-associated,ECM-affiliated
F49A5.2,Matrisome-associated,ECM-affiliated
WBGene00009854,Matrisome-associated,ECM-affiliated
O45528,Matrisome-associated,ECM-affiliated
clec-32,Matrisome-associated,ECM-affiliated
F49A5.9,Matrisome-associated,ECM-affiliated
WBGene00009860,Matrisome-associated,ECM-affiliated
Q7YX12,Matrisome-associated,ECM-affiliated
clec-33,Matrisome-associated,ECM-affiliated
F49A5.7,Matrisome-associated,ECM-affiliated
WBGene00009859,Matrisome-associated,ECM-affiliated
O45534,Matrisome-associated,ECM-affiliated
clec-34,Matrisome-associated,ECM-affiliated
T25E12.8,Matrisome-associated,ECM-affiliated
WBGene00012023,Matrisome-associated,ECM-affiliated
O45822,Matrisome-associated,ECM-affiliated
clec-35,Matrisome-associated,ECM-affiliated
Y102A5B.2,Matrisome-associated,ECM-affiliated
WBGene00013608,Matrisome-associated,ECM-affiliated
H2KMJ0,Matrisome-associated,ECM-affiliated
Q9XXJ5,Matrisome-associated,ECM-affiliated
clec-36,Matrisome-associated,ECM-affiliated
T20B3.16,Matrisome-associated,ECM-affiliated
WBGene00044332,Matrisome-associated,ECM-affiliated
Q4ZGE4,Matrisome-associated,ECM-affiliated
clec-37,Matrisome-associated,ECM-affiliated
Y102A5B.3,Matrisome-associated,ECM-affiliated
WBGene00013609,Matrisome-associated,ECM-affiliated
Q9XXJ6,Matrisome-associated,ECM-affiliated
clec-38,Matrisome-associated,ECM-affiliated
T25E12.10,Matrisome-associated,ECM-affiliated
WBGene00012025,Matrisome-associated,ECM-affiliated
O45824,Matrisome-associated,ECM-affiliated
clec-39,Matrisome-associated,ECM-affiliated
T25E12.7,Matrisome-associated,ECM-affiliated
WBGene00012022,Matrisome-associated,ECM-affiliated
O45821,Matrisome-associated,ECM-affiliated
clec-4,Matrisome-associated,ECM-affiliated
Y38E10A.5,Matrisome-associated,ECM-affiliated
WBGene00012583,Matrisome-associated,ECM-affiliated
Q9NAK5,Matrisome-associated,ECM-affiliated
clec-40,Matrisome-associated,ECM-affiliated
T20B3.13,Matrisome-associated,ECM-affiliated
WBGene00011853,Matrisome-associated,ECM-affiliated
Q9U363,Matrisome-associated,ECM-affiliated
clec-41,Matrisome-associated,ECM-affiliated
B0365.6,Matrisome-associated,ECM-affiliated
WBGene00007153,Matrisome-associated,ECM-affiliated
P90732,Matrisome-associated,ECM-affiliated
clec-42,Matrisome-associated,ECM-affiliated
F16H6.1,Matrisome-associated,ECM-affiliated
WBGene00008891,Matrisome-associated,ECM-affiliated
Q9XV91,Matrisome-associated,ECM-affiliated
clec-43,Matrisome-associated,ECM-affiliated
R07C3.1,Matrisome-associated,ECM-affiliated
WBGene00019917,Matrisome-associated,ECM-affiliated
O16778,Matrisome-associated,ECM-affiliated
clec-44,Matrisome-associated,ECM-affiliated
R07C3.12,Matrisome-associated,ECM-affiliated
WBGene00019928,Matrisome-associated,ECM-affiliated
clec-45,Matrisome-associated,ECM-affiliated
F07C4.2,Matrisome-associated,ECM-affiliated
WBGene00017199,Matrisome-associated,ECM-affiliated
P91214,Matrisome-associated,ECM-affiliated
clec-47,Matrisome-associated,ECM-affiliated
T09F5.9,Matrisome-associated,ECM-affiliated
WBGene00011668,Matrisome-associated,ECM-affiliated
O18076,Matrisome-associated,ECM-affiliated
clec-48,Matrisome-associated,ECM-affiliated
C14A6.1,Matrisome-associated,ECM-affiliated
WBGene00007565,Matrisome-associated,ECM-affiliated
Q9XVE1,Matrisome-associated,ECM-affiliated
clec-49,Matrisome-associated,ECM-affiliated
W04E12.6,Matrisome-associated,ECM-affiliated
WBGene00012251,Matrisome-associated,ECM-affiliated
Q9XUL6,Matrisome-associated,ECM-affiliated
clec-5,Matrisome-associated,ECM-affiliated
C35D10.14,Matrisome-associated,ECM-affiliated
WBGene00016450,Matrisome-associated,ECM-affiliated
Q18492,Matrisome-associated,ECM-affiliated
clec-50,Matrisome-associated,ECM-affiliated
W04E12.8,Matrisome-associated,ECM-affiliated
WBGene00012253,Matrisome-associated,ECM-affiliated
Q9XUL7,Matrisome-associated,ECM-affiliated
clec-51,Matrisome-associated,ECM-affiliated
B0218.6,Matrisome-associated,ECM-affiliated
WBGene00015050,Matrisome-associated,ECM-affiliated
Q17450,Matrisome-associated,ECM-affiliated
clec-52,Matrisome-associated,ECM-affiliated
B0218.8,Matrisome-associated,ECM-affiliated
WBGene00015052,Matrisome-associated,ECM-affiliated
Q17452,Matrisome-associated,ECM-affiliated
clec-53,Matrisome-associated,ECM-affiliated
T03F1.10,Matrisome-associated,ECM-affiliated
WBGene00020191,Matrisome-associated,ECM-affiliated
P91429,Matrisome-associated,ECM-affiliated
clec-54,Matrisome-associated,ECM-affiliated
F08H9.8,Matrisome-associated,ECM-affiliated
WBGene00008596,Matrisome-associated,ECM-affiliated
Q19226,Matrisome-associated,ECM-affiliated
clec-55,Matrisome-associated,ECM-affiliated
F08H9.9,Matrisome-associated,ECM-affiliated
WBGene00008597,Matrisome-associated,ECM-affiliated
G5EDN7,Matrisome-associated,ECM-affiliated
clec-56,Matrisome-associated,ECM-affiliated
F08H9.7,Matrisome-associated,ECM-affiliated
WBGene00008595,Matrisome-associated,ECM-affiliated
Q19230,Matrisome-associated,ECM-affiliated
clec-57,Matrisome-associated,ECM-affiliated
F08H9.6,Matrisome-associated,ECM-affiliated
WBGene00008594,Matrisome-associated,ECM-affiliated
Q19229,Matrisome-associated,ECM-affiliated
clec-58,Matrisome-associated,ECM-affiliated
ZK666.3,Matrisome-associated,ECM-affiliated
WBGene00014043,Matrisome-associated,ECM-affiliated
Q23561,Matrisome-associated,ECM-affiliated
clec-59,Matrisome-associated,ECM-affiliated
ZK666.5,Matrisome-associated,ECM-affiliated
WBGene00014045,Matrisome-associated,ECM-affiliated
Q23563,Matrisome-associated,ECM-affiliated
clec-6,Matrisome-associated,ECM-affiliated
C35D10.15,Matrisome-associated,ECM-affiliated
WBGene00016451,Matrisome-associated,ECM-affiliated
Q95QR9,Matrisome-associated,ECM-affiliated
clec-60,Matrisome-associated,ECM-affiliated
ZK666.6,Matrisome-associated,ECM-affiliated
WBGene00014046,Matrisome-associated,ECM-affiliated
Q23564,Matrisome-associated,ECM-affiliated
clec-61,Matrisome-associated,ECM-affiliated
ZK666.7,Matrisome-associated,ECM-affiliated
WBGene00014047,Matrisome-associated,ECM-affiliated
Q23565,Matrisome-associated,ECM-affiliated
clec-62,Matrisome-associated,ECM-affiliated
F35C5.5,Matrisome-associated,ECM-affiliated
WBGene00009393,Matrisome-associated,ECM-affiliated
O45441,Matrisome-associated,ECM-affiliated
O45440,Matrisome-associated,ECM-affiliated
clec-63,Matrisome-associated,ECM-affiliated
F35C5.6,Matrisome-associated,ECM-affiliated
WBGene00009394,Matrisome-associated,ECM-affiliated
O45444,Matrisome-associated,ECM-affiliated
clec-64,Matrisome-associated,ECM-affiliated
F35C5.7,Matrisome-associated,ECM-affiliated
WBGene00009395,Matrisome-associated,ECM-affiliated
O45442,Matrisome-associated,ECM-affiliated
clec-65,Matrisome-associated,ECM-affiliated
F35C5.8,Matrisome-associated,ECM-affiliated
WBGene00009396,Matrisome-associated,ECM-affiliated
O45443,Matrisome-associated,ECM-affiliated
clec-66,Matrisome-associated,ECM-affiliated
F35C5.9,Matrisome-associated,ECM-affiliated
WBGene00009397,Matrisome-associated,ECM-affiliated
O45445,Matrisome-associated,ECM-affiliated
clec-67,Matrisome-associated,ECM-affiliated
F56D6.2,Matrisome-associated,ECM-affiliated
WBGene00018971,Matrisome-associated,ECM-affiliated
Q8ITX4,Matrisome-associated,ECM-affiliated
clec-68,Matrisome-associated,ECM-affiliated
F56D6.1,Matrisome-associated,ECM-affiliated
WBGene00018970,Matrisome-associated,ECM-affiliated
Q3LFM3,Matrisome-associated,ECM-affiliated
clec-7,Matrisome-associated,ECM-affiliated
F10G2.3,Matrisome-associated,ECM-affiliated
WBGene00017364,Matrisome-associated,ECM-affiliated
Q22955,Matrisome-associated,ECM-affiliated
clec-70,Matrisome-associated,ECM-affiliated
Y46C8AL.3,Matrisome-associated,ECM-affiliated
WBGene00021581,Matrisome-associated,ECM-affiliated
Q9N3X0,Matrisome-associated,ECM-affiliated
clec-71,Matrisome-associated,ECM-affiliated
Y46C8AL.4,Matrisome-associated,ECM-affiliated
WBGene00021582,Matrisome-associated,ECM-affiliated
Q9N3W9,Matrisome-associated,ECM-affiliated
clec-72,Matrisome-associated,ECM-affiliated
Y46C8AL.5,Matrisome-associated,ECM-affiliated
WBGene00021583,Matrisome-associated,ECM-affiliated
Q9N3W5,Matrisome-associated,ECM-affiliated
clec-73,Matrisome-associated,ECM-affiliated
Y46C8AL.1,Matrisome-associated,ECM-affiliated
WBGene00021579,Matrisome-associated,ECM-affiliated
Q9N3W2,Matrisome-associated,ECM-affiliated
clec-74,Matrisome-associated,ECM-affiliated
Y46C8AL.8,Matrisome-associated,ECM-affiliated
WBGene00021585,Matrisome-associated,ECM-affiliated
Q9N3W1,Matrisome-associated,ECM-affiliated
clec-75,Matrisome-associated,ECM-affiliated
Y46C8AL.9,Matrisome-associated,ECM-affiliated
WBGene00021586,Matrisome-associated,ECM-affiliated
clec-76,Matrisome-associated,ECM-affiliated
Y46C8AR.1,Matrisome-associated,ECM-affiliated
WBGene00021587,Matrisome-associated,ECM-affiliated
Q9N3V9,Matrisome-associated,ECM-affiliated
clec-79,Matrisome-associated,ECM-affiliated
F47C12.4,Matrisome-associated,ECM-affiliated
WBGene00018548,Matrisome-associated,ECM-affiliated
Q20528,Matrisome-associated,ECM-affiliated
clec-8,Matrisome-associated,ECM-affiliated
Y38E10A.4,Matrisome-associated,ECM-affiliated
WBGene00012582,Matrisome-associated,ECM-affiliated
Q9NAK6,Matrisome-associated,ECM-affiliated
clec-80,Matrisome-associated,ECM-affiliated
Y54G2A.39,Matrisome-associated,ECM-affiliated
WBGene00043062,Matrisome-associated,ECM-affiliated
Q60F71,Matrisome-associated,ECM-affiliated
clec-82,Matrisome-associated,ECM-affiliated
Y54G2A.8,Matrisome-associated,ECM-affiliated
WBGene00021873,Matrisome-associated,ECM-affiliated
H2L0R0,Matrisome-associated,ECM-affiliated
clec-83,Matrisome-associated,ECM-affiliated
Y54G2A.14,Matrisome-associated,ECM-affiliated
WBGene00021879,Matrisome-associated,ECM-affiliated
Q9N3B9,Matrisome-associated,ECM-affiliated
clec-84,Matrisome-associated,ECM-affiliated
Y54G2A.33,Matrisome-associated,ECM-affiliated
