Q9BZE3	BARHL1
Q9BZI1	IRX2
Q9BZM3	GSX2
Q9BZS1	FOXP3
Q9C009	FOXQ1
Q9C056	NKX6-2
Q9C0A1	ZFHX2
Q9C0D4	ZNF518B
Q9C0F3	ZNF436
Q9C0G0	ZNF407
Q9C0J9	BHLHE41
Q9C0K0	BCL11B
Q9GZN2	TGIF2
Q9GZU2	PEG3
Q9GZW5	SCAND2P
Q9GZX5	ZNF350
Q9GZZ0	HOXD1
Q9H0M5	ZNF700
Q9H116	GZF1
Q9H161	ALX4
Q9H165	BCL11A
Q9H175	CSRNP2
Q9H255	OR51E2
Q9H2A3	NEUROG2
Q9H2C1	LHX5
Q9H2P0	ADNP
Q9H2S9	IKZF4
Q9H2W2	MIXL1
Q9H2Z4	NKX2-4
Q9H334	FOXP1
Q9H3D4	TP63
Q9H4I2	ZHX3
Q9H4Q4	PRDM12
Q9H4S2	GSX1
Q9H4T2	ZSCAN16
Q9H4W6	EBF3
Q9H4Z2	ZNF335
Q9H582	ZNF644
Q9H5H4	ZNF768
Q9H5J0	ZBTB3
Q9H5V7	IKZF5
Q9H609	ZNF576
Q9H6I2	SOX17
Q9H707	ZNF552
Q9H7R0	ZNF442
Q9H7R5	ZNF665
Q9H7X3	ZNF696
Q9H8G1	ZNF430
Q9H8N7	ZNF395
Q9H930	SP140L
Q9H963	ZNF702P
Q9H9D4	ZNF408
Q9H9S0	NANOG
Q9HAH1	ZNF556
Q9HAK2	EBF2
Q9HAP2	MLXIP
Q9HAZ2	PRDM16
Q9HB31	SEBOX
Q9HB58	SP110
Q9HBE1	PATZ1
Q9HBT7	ZNF287
Q9HBT8	ZNF286A
Q9HBU1	BARX1
Q9HBZ2	ARNT2
Q9HC44	GPBP1L1
Q9HC78	ZBTB20
Q9HCC6	HES4
Q9HCE3	ZNF532
Q9HCG1	ZNF160
Q9HCK0	ZBTB26
Q9HCL3	ZFP14
Q9HCS4	TCF7L1
Q9HCX3	ZNF304
Q9HCZ1	ZNF334
Q9HD90	NEUROD4
Q9NP08	HMX1
Q9NP62	GCM1
Q9NP71	MLXIPL
Q9NPC7	MYNN
Q9NPC8	SIX2
Q9NQ03	SCRT2
Q9NQ33	ASCL3
Q9NQ69	LHX9
Q9NQ87	HEYL
Q9NQB0	TCF7L2
Q9NQL9	DMRT3
Q9NQV5	PRDM11
Q9NQV6	PRDM10
Q9NQX1	PRDM5
Q9NQX6	ZNF331
Q9NQZ8	ZNF71
Q9NR11	ZNF302
Q9NR55	BATF3
Q9NR83	SLC2A4RG
Q9NRE2	TSHZ2
Q9NS37	CREBZF
Q9NSC2	SALL1
Q9NSD4	ZNF275
Q9NSJ1	ZNF355P
Q9NTW7	ZFP64
Q9NU39	FOXD4L1
Q9NU63	ZFP57
Q9NUA8	ZBTB40
Q9NV72	ZNF701
Q9NVV9	THAP1
Q9NW07	ZNF358
Q9NWS9	ZNF446
Q9NX45	SOHLH2
Q9NX65	ZSCAN32
Q9NXT0	ZNF586
Q9NY43	BARHL2
Q9NYD6	HOXC10
Q9NYW8	RBAK
Q9NZC4	EHF
Q9NZI5	GRHL1
Q9NZI6	TFCP2L1
Q9NZI7	UBP1
Q9NZL3	ZNF224
Q9NZR4	VSX1
Q9NZV7	ZIM2
Q9P0K8	FOXJ2
Q9P0L1	ZKSCAN7
Q9P0T4	ZNF581
Q9P1Z0	ZBTB4
Q9P243	ZFAT
Q9P255	ZNF492
Q9P2F5	STOX2
Q9P2J8	ZNF624
Q9P2Y4	ZNF219
Q9UBC0	ONECUT1
Q9UBD0	HSFX1
Q9UBG7	RBPJL
Q9UBP5	HEY2
Q9UBR4	LHX3
Q9UBX0	HESX1
Q9UBX2	DUX4
Q9UC06	ZNF70
Q9UC07	ZNF69
Q9UD57	NKX1-2
Q9UDV6	ZNF212
Q9UDV7	ZNF282
Q9UFB7	ZBTB47
Q9UH73	EBF1
Q9UH92	MLX
Q9UHF7	TRPS1
Q9UHL9	GTF2IRD1
Q9UI36	DACH1
Q9UID6	ZNF639
Q9UIE0	ZNF230
Q9UIH9	KLF15
Q9UIU6	SIX4
Q9UIW0	VAX2
Q9UJL9	ZFP69B
Q9UJN7	ZNF391
Q9UJQ4	SALL4
Q9UJU2	LEF1
Q9UJU5	FOXD3
Q9UJV8	PURG
Q9UJW8	ZNF180
Q9UK10	ZNF225
Q9UK11	ZNF223
Q9UK12	ZNF222
Q9UK13	ZNF221
Q9UK33	ZNF580
Q9UKD1	GMEB2
Q9UKI9	POU2F3
Q9UKN5	PRDM4
Q9UKS7	IKZF2
Q9UKT9	IKZF3
Q9UKW6	ELF5
Q9UKY1	ZHX1
Q9UL17	TBX21
Q9UL36	ZNF236
Q9UL49	TCFL5
Q9UL58	ZNF215
Q9UL59	ZNF214
Q9UL68	MYT1L
Q9ULD5	ZNF777
Q9ULJ3	ZBTB21
Q9ULM2	ZNF490
Q9ULV5	HSF4
Q9ULX9	MAFF
Q9UM63	PLAGL1
Q9UMQ3	BARX2
Q9UMR3	TBX20
Q9UN79	SOX13
Q9UNY5	ZNF232
Q9UPG8	PLAGL2
Q9UPM6	LHX6
Q9UPT8	ZC3H4
Q9UPW0	FOXJ3
Q9UPW6	SATB2
Q9UQL6	HDAC5
Q9UQR1	ZNF148
Q9Y222	DMTF1
Q9Y261	FOXA2
Q9Y2A4	ZNF443
Q9Y2D1	ATF5
Q9Y2D9	ZNF652
Q9Y2G1	MYRF
Q9Y2G7	ZFP30
Q9Y2H8	ZNF510
Q9Y2K1	ZBTB1
Q9Y2L8	ZKSCAN5
Q9Y2N7	HIF3A
Q9Y2P0	ZNF835
Q9Y2P7	ZNF256
Q9Y2Q1	ZNF257
Q9Y2V3	RAX
Q9Y2W7	KCNIP3
Q9Y2X9	ZNF281
Q9Y2Y4	ZBTB32
Q9Y2Y9	KLF13
Q9Y330	ZBTB12
Q9Y3M9	ZNF337
Q9Y458	TBX22
Q9Y462	ZNF711
Q9Y466	NR2E1
Q9Y467	SALL2
Q9Y473	ZNF175
Q9Y4A8	NFE2L3
Q9Y4E5	ZNF451
Q9Y4X4	KLF12
Q9Y4Z2	NEUROG3
Q9Y543	HES2
Q9Y5A6	ZSCAN21
Q9Y5J3	HEY1
Q9Y5Q3	MAFB
Q9Y5R5	DMRT2
Q9Y5R6	DMRT1
Q9Y5W3	KLF2
Q9Y5X4	NR2E3
Q9Y603	ETV7
Q9Y651	SOX21
Q9Y692	GMEB1
Q9Y6Q3	ZFP37
Q9Y6R6	ZNF780B
Q9Y6X8	ZHX2
